Rang,X,Y,DA,Site,Yield
7,767995.004574813,6272417.51192795,0.422952175140381,141,1249.0341117512
7,768003.220144906,6272413.43606029,0.421549469232559,142,1408.27990277683
7,768011.435725546,6272409.36020309,0.387606516480446,143,1053.24562062967
7,768019.651316734,6272405.28435636,0.435763895511627,144,1049.10521707106
7,768030.189223713,6272400.18294843,0.290802717208862,145,746.462133989206
7,768038.409213781,6272396.12411453,0.341590479016304,146,786.043728853659
7,768046.629214358,6272392.0652911,0.391252666711807,147,714.118504135119
7,768054.849225446,6272388.00647816,0.370111972093582,148,991.172454239296
7,768063.069247044,6272383.94767568,0.40786674618721,149,831.136553318589
7,768071.289279153,6272379.88888368,0.404418408870697,150,1045.56040881455
7,768079.509321771,6272375.83010216,0.399582952260971,151,1196.59662093278
7,768087.729374899,6272371.77133112,0.427759349346161,152,1003.50281663616
7,768095.949438537,6272367.71257055,0.417773455381393,153,1235.8041108056
7,768104.169512685,6272363.65382046,0.446962371468544,154,1142.77668962463
7,768112.389597343,6272359.59508084,0.451118752360344,155,1279.89343392839
7,768120.609692512,6272355.5363517,0.431205600500107,156,1026.44753960297
7,768128.82979819,6272351.47763304,0.444378703832626,157,1333.24218108423
8,767930.316050049,6272452.06983807,0.376117736101151,158,1038.39057519833
8,767938.536427096,6272448.0128936,0.399309098720551,159,1078.20618139262
8,767946.756814649,6272443.95595961,0.436082452535629,160,1556.6755083258
8,767954.977212708,6272439.89903609,0.397641256451607,161,1090.75271478405
8,767963.197621273,6272435.84212305,0.381664395332336,162,638.012708966274
8,767971.418040344,6272431.78522049,0.389870196580887,163,1033.20783241471
8,767979.63846992,6272427.72832841,0.398892179131508,164,971.81394721523
8,767987.858910002,6272423.6714468,0.391599014401436,165,1192.79849812625
8,767996.07936059,6272419.61457567,0.420368134975433,166,1261.8114808287
8,768004.299821683,6272415.55771502,0.404706180095673,167,1238.78284036507
8,768012.520293282,6272411.50086484,0.424092128872871,168,1325.60548885266
8,768020.740775387,6272407.44402515,0.469539329409599,169,1376.06380965319
8,768031.218103975,6272402.28915104,0.290802717208862,170,765.921230126284
8,768039.439761329,6272398.23682242,0.357911214232445,171,1160.68181738047
8,768047.661429178,6272394.18450428,0.403356865048409,172,1183.34428414506
8,768055.883107523,6272390.13219662,0.380364954471588,173,1125.63681731458
8,768064.104796364,6272386.07989944,0.393062219023705,174,1087.00643298259
8,768072.3264957,6272382.02761275,0.414386391639709,175,1412.21947240335
8,768080.548205532,6272377.97533653,0.421353504061699,176,1239.87267965448
8,768088.76992586,6272373.92307079,0.427557438611984,177,1234.01365702616
8,768096.991656683,6272369.87081554,0.438159912824631,178,1323.69754885842
8,768105.213398002,6272365.81857077,0.466703206300735,179,1512.7345681363
8,768113.435149816,6272361.76633647,0.467247515916824,180,1457.37892027992
8,768121.656912126,6272357.71411266,0.441901654005051,181,1442.97881728341
8,768129.878684932,6272353.66189933,0.444789066910744,182,1171.47492213556
9,767932.394556415,6272453.99917886,0.400426909327507,183,1262.13103611833
9,767940.611476716,6272449.92880441,0.398307204246521,184,1183.89330714674
9,767948.828407553,6272445.85844043,0.43378022313118,185,1176.14030519731
9,767957.045348925,6272441.78808692,0.37787464261055,186,863.870509390534
9,767965.262300833,6272437.71774388,0.350459605455399,187,1274.01372809319
9,767973.479263276,6272433.6474113,0.388180196285248,188,1103.1766599353
9,767981.696236254,6272429.5770892,0.401433765888214,189,1271.97937989026
9,767989.913219769,6272425.50677755,0.39227619767189,190,1197.642696221
9,767998.130213818,6272421.43647638,0.40654756128788,191,1265.82574278433
9,768006.347218403,6272417.36618568,0.387254804372787,192,1135.11499739458
9,768014.564233524,6272413.29590544,0.426649689674377,193,1213.33836977712
9,768022.78125918,6272409.22563568,0.461406320333481,194,1381.39019208699
9,768032.422184842,6272404.39722042,0.256728172302246,195,897.727735980339
9,768040.64389278,6272400.34509811,0.401288062334061,196,1039.96037606289
9,768048.865611213,6272396.29298629,0.402639210224152,197,1051.68712981237
9,768057.087340142,6272392.24088494,0.405661731958389,198,933.666935354223
9,768065.309079566,6272388.18879408,0.399689048528671,199,892.483462860126
9,768073.530829485,6272384.1367137,0.416171431541443,200,974.84808459444
9,768081.752589899,6272380.0846438,0.414697080850601,201,1416.04697430379
9,768089.974360809,6272376.03258438,0.428024724125862,202,925.801843221411
9,768098.196142213,6272371.98053544,0.445368647575378,203,1413.05243394152
9,768106.417934113,6272367.92849698,0.448511332273483,204,1241.68953254254
9,768114.639736508,6272363.876469,0.476355612277985,205,1122.29600157852
9,768122.861549398,6272359.8244515,0.458462834358215,206,817.082487537283
9,768131.083372783,6272355.77244449,0.453918278217316,207,1331.51163933994
10,767934.105720194,6272456.40491911,0.373036980628967,208,1178.26779013685
10,767942.307815448,6272452.27749784,0.394059360027313,209,849.029066613479
10,767950.509921363,6272448.15008699,0.449859544634819,210,1774.83614446963
10,767958.712037939,6272444.02268657,0.40857782959938,211,1131.80782945283
10,767966.914165177,6272439.89529658,0.386761114001274,212,1167.50646294666
10,767975.116303076,6272435.76791701,0.383198767900467,213,1273.53278344059
10,767983.318451636,6272431.64054786,0.38358648121357,214,973.644697018045
10,767991.520610857,6272427.51318915,0.396658822894096,215,1141.65181184192
10,767999.722780739,6272423.38584086,0.41186586022377,216,1136.37767029473
10,768007.924961283,6272419.258503,0.426347881555557,217,1325.80767220296
10,768016.127152488,6272415.13117556,0.405937343835831,218,1140.51317795266
10,768024.329354354,6272411.00385856,0.447413593530655,219,1107.51793460685
10,768033.443620714,6272407.20175443,0.285013049840927,220,710.902909698196
10,768041.657258508,6272403.11831068,0.423387795686722,221,1259.16645928067
10,768049.870906866,6272399.03487738,0.396705642342567,222,1091.6905254347
10,768058.084565788,6272394.95145454,0.373613730072975,223,732.073699204993
10,768066.298235275,6272390.86804216,0.402332648634911,224,1161.20579705091
10,768074.511915327,6272386.78464024,0.424800291657448,225,1110.02318508936
10,768082.725605943,6272382.70124878,0.425314784049988,226,1189.90019721245
10,768090.939307123,6272378.61786777,0.453645020723343,227,1357.08089923709
10,768099.153018868,6272374.53449723,0.413006544113159,228,1106.23990458551
10,768107.366741177,6272370.45113714,0.45842307806015,229,1243.14071731063
10,768115.580474051,6272366.36778751,0.488198012113571,230,1381.04933178133
10,768123.794217489,6272362.28444834,0.457055956125259,231,1109.59479028604
10,768132.007971492,6272358.20111963,0.449214369058609,232,1119.48950877744
11,767935.14631212,6272458.37423936,0.371985211968422,233,1301.43687175443
11,767943.35823684,6272454.28455419,0.40255843102932,234,1017.83639366559
11,767951.570172138,6272450.19487949,0.426553517580032,235,1173.79945662592
11,767959.782118014,6272446.10521523,0.384667381644249,236,871.250178064027
11,767967.994074468,6272442.01556142,0.392175793647766,237,1174.49346030486
11,767976.206041501,6272437.92591807,0.39295968413353,238,943.331249023282
11,767984.418019111,6272433.83628517,0.373280167579651,239,1015.54408807917
11,767992.6300073,6272429.74666273,0.381534427404404,240,968.885192715608
11,768000.842006067,6272425.65705074,0.39845883846283,241,1285.35241770973
11,768009.054015412,6272421.56744921,0.41230545938015,242,1278.5725538496
11,768017.266035335,6272417.47785813,0.437012523412704,243,1503.53735771445
11,768025.478065836,6272413.3882775,0.433012992143631,244,1241.1007737978
11,768042.337768085,6272405.22865712,0.393116801977158,245,1015.6880006175
11,768050.553450273,6272401.15310413,0.386562660336494,246,1090.83610064636
11,768058.769143007,6272397.07756161,0.401407480239868,247,1137.39018032711
11,768066.984846288,6272393.00202955,0.41284866631031,248,792.100844135507
11,768075.200560117,6272388.92650795,0.440662294626236,249,1423.97215428534
11,768083.416284493,6272384.85099682,0.426380425691605,250,1103.31876061137
11,768091.632019415,6272380.77549615,0.437881082296371,251,1296.00175229676
11,768099.847764885,6272376.70000594,0.409468874335289,252,1079.95557128796
11,768108.063520902,6272372.6245262,0.442472636699677,253,1116.78787105318
11,768116.279287466,6272368.54905693,0.488486051559448,254,1606.88751749703
11,768124.495064576,6272364.47359812,0.459290564060211,255,1416.16099032467
11,768132.710852234,6272360.39814977,0.448388680815697,256,1224.5687150147
12,767936.004735367,6272460.67860132,0.383376032114029,257,1220.67161267051
12,767944.223236873,6272456.61439574,0.388079702854156,258,979.743781379466
12,767952.4417489,6272452.55020062,0.424549371004105,259,1520.7038053362
12,767960.66027145,6272448.48601598,0.339199498295784,260,980.22287528808
12,767968.878804521,6272444.42184181,0.403260469436646,261,1051.03908646609
12,767977.097348114,6272440.35767811,0.402814075350761,262,1078.6740822198
12,767985.315902229,6272436.29352488,0.374597921967506,263,1242.15160020972
12,767993.534466865,6272432.22938213,0.388205260038376,264,819.091495469929
12,768001.753042024,6272428.16524985,0.399882674217224,265,1218.22055763129
12,768009.971627704,6272424.10112804,0.407537668943405,266,960.73544840948
12,768018.190223906,6272420.0370167,0.439752817153931,267,1134.05440644394
12,768026.40883063,6272415.97291584,0.416713282465935,268,1128.30318451013
12,768035.503236904,6272411.23957263,0.316100686788559,269,823.607840238603
12,768043.728590793,6272407.20172893,0.397178322076797,270,1119.89219617448
12,768051.953955146,6272403.16389572,0.406059250235558,271,855.704331385891
12,768060.179329963,6272399.126073,0.400938332080841,272,1545.33974783315
12,768068.404715243,6272395.08826077,0.417938396334648,273,946.384347923777
12,768076.630110987,6272391.05045903,0.435746908187866,274,1039.75892073664
12,768084.855517195,6272387.01266779,0.44502367079258,275,1182.03171860207
12,768093.080933866,6272382.97488703,0.426383078098297,276,1464.28307101518
12,768101.306361,6272378.93711676,0.417862311005592,277,988.123039441962
12,768109.531798598,6272374.89935699,0.415068864822388,278,1536.16568340149
12,768117.757246659,6272370.86160771,0.448124408721924,279,1017.71776730789
12,768125.982705184,6272366.82386892,0.4401815533638,280,1362.77568638809
12,768134.208174172,6272362.78614062,0.446056097745895,281,1306.4096597064
13,767937.557512758,6272462.78367166,0.364153355360031,282,1124.471131195
13,767945.774289708,6272458.71277832,0.37645611166954,283,710.894803017352
13,767953.991077195,6272454.64189544,0.439759895205498,284,1378.11936719955
13,767962.207875218,6272450.57102304,0.344695448875427,285,983.806651553727
13,767970.424683778,6272446.5001611,0.411477357149124,286,1007.88410958695
13,767978.641502875,6272442.42930963,0.423996284604073,287,1367.45890195291
13,767986.858332508,6272438.35846862,0.358869105577469,288,1044.04776076798
13,767995.075172678,6272434.28763809,0.385898485779762,289,1112.48316520573
13,768003.292023384,6272430.21681802,0.384392589330673,290,1004.62715661061
13,768011.508884627,6272426.14600842,0.404981851577759,291,1360.2544983212
13,768019.725756407,6272422.07520928,0.426666155457497,292,1324.09021469985
13,768027.942638723,6272418.00442061,0.45856936275959,293,1529.61632384637
13,768037.404397117,6272413.70427548,0.300028562545776,294,793.134900262467
13,768045.61219016,6272409.59833719,0.393616855144501,295,1035.15024574813
13,768053.819993818,6272405.49240935,0.432739362120628,296,1462.22000948412
13,768062.02780809,6272401.38649194,0.409546300768852,297,1133.10938941655
13,768070.235632976,6272397.28058499,0.437687754631042,298,1222.53270752528
13,768078.443468476,6272393.17468847,0.400114208459854,299,1014.3241440337
13,768086.65131459,6272389.06880239,0.418690845370293,300,1110.25836772963
13,768094.859171318,6272384.96292676,0.42499166727066,301,1011.74667495927
13,768103.067038661,6272380.85706157,0.410714372992516,302,1223.22612493645
13,768111.274916617,6272376.75120682,0.418997436761856,303,1063.438127119
13,768119.482805187,6272372.64536252,0.435504674911499,304,1091.1636448091
13,768127.690704372,6272368.53952865,0.440880447626114,305,1143.04544286115
13,768135.89861417,6272364.43370523,0.440436899662018,306,1255.26449178007
14,767938.756571225,6272465.05395593,0.366800636053085,307,800.55614364929
14,767946.9701627,6272460.97073666,0.41800881922245,308,1558.91970787496
14,767955.183764738,6272456.88752786,0.422222137451172,309,1034.60089959119
14,767963.39737734,6272452.80432952,0.386627241969109,310,747.337444944523
14,767971.611000506,6272448.72114163,0.388415887951851,311,935.5401636401
14,767979.824634236,6272444.63796421,0.393947541713715,312,1222.50544608671
14,767988.03827853,6272440.55479724,0.351679041981697,313,900.376951799438
14,767996.251933388,6272436.47164073,0.40758216381073,314,1254.03496384034
14,768004.465598809,6272432.38849468,0.416820868849754,315,1143.43957529839
14,768012.679274794,6272428.30535908,0.396408572793007,316,1042.79347034973
14,768020.892961344,6272424.22223395,0.405924454331398,317,1030.26355438414
14,768029.106658456,6272420.13911927,0.45946829020977,318,1518.10206066916
14,768038.259932681,6272415.63402453,0.304914757609367,319,885.606415340807
14,768046.480795488,6272411.57865659,0.393575832247734,320,1121.28149725119
14,768054.701668798,6272407.52329913,0.410240143537521,321,1037.78936890024
14,768062.92255261,6272403.46795215,0.401147574186325,322,1238.0572146499
14,768071.143446924,6272399.41261564,0.438986599445343,323,1011.08254235146
14,768079.364351741,6272395.35728962,0.460917085409164,324,1280.33666376625
14,768087.58526706,6272391.30197407,0.407585486769676,325,1150.5170221696
14,768095.806192882,6272387.246669,0.419863075017929,326,1166.3257797919
14,768104.027129206,6272383.19137441,0.441419616341591,327,1085.48904082016
14,768112.248076032,6272379.1360903,0.418261557817459,328,1311.4523300204
14,768120.469033361,6272375.08081667,0.41917696595192,329,1193.27691378104
14,768128.690001191,6272371.02555352,0.414060816168785,330,942.118565402691
14,768136.910979525,6272366.97030084,0.423908799886703,331,1036.32796272243
15,767940.309390375,6272466.97748587,0.351633101701736,332,1210.14358325958
15,767948.519443088,6272462.88062057,0.355210468173027,333,1209.88679465688
15,767956.729506396,6272458.78376571,0.350558623671532,334,1190.76931332242
15,767964.939580298,6272454.68692131,0.377414539456367,335,977.622880499875
15,767973.149664794,6272450.59008735,0.382035359740257,336,1255.0053917763
15,767981.359759884,6272446.49326384,0.353998973965645,337,1087.5552128794
15,767989.569865567,6272442.39645078,0.336899086833,338,973.800173024428
15,767997.779981845,6272438.29964817,0.35867378115654,339,1021.32513100048
15,768005.990108717,6272434.20285601,0.361682206392288,340,1011.09583707381
15,768014.200246183,6272430.1060743,0.398416176438332,341,1231.30920031997
15,768022.410394242,6272426.00930303,0.398195534944534,342,985.028235515462
15,768030.620552896,6272421.91254221,0.432157620787621,343,908.830098673026
15,768039.111745932,6272417.91293875,0.280540198087692,344,543.937635954542
15,768047.334183483,6272413.86372239,0.386899679899216,345,1234.27373876429
15,768055.556631523,6272409.81451651,0.366521492600441,346,1038.80510120782
15,768063.779090052,6272405.76532111,0.394526347517967,347,1071.72722183545
15,768072.001559069,6272401.7161362,0.407977476716042,348,1464.45893653042
15,768080.224038575,6272397.66696177,0.385425001382828,349,1004.50818182144
15,768088.44652857,6272393.61779782,0.396182119846344,350,1212.10118101048
15,768096.669029054,6272389.56864436,0.384861543774605,351,876.415934292188
15,768104.891540027,6272385.51950138,0.386252075433731,352,966.032200472448
15,768113.114061488,6272381.47036888,0.376845419406891,353,697.985978618118
15,768121.336593437,6272377.42124687,0.40189117193222,354,1092.95772338093
15,768129.559135876,6272373.37213534,0.366998314857483,355,1177.73467505787
15,768137.781688803,6272369.32303429,0.393388360738754,356,1275.3210169297
16,767942.037536988,6272468.90342718,0.345794647932053,357,1014.41640238738
16,767950.244179946,6272464.79346279,0.357937678694725,358,707.51153380946
16,767958.450833526,6272460.68350884,0.378514632582664,359,930.820628575049
16,767966.65749773,6272456.57356534,0.378228515386581,360,1151.59445800535
16,767974.864172556,6272452.46363227,0.38663575053215,361,1133.41938671687
16,767983.070858005,6272448.35370964,0.3737723082304,362,1114.74872558552
16,767991.277554078,6272444.24379745,0.343183249235153,363,807.035047856047
16,767999.484260772,6272440.1338957,0.379924476146698,364,1087.83512759523
16,768007.69097809,6272436.02400439,0.388255715370178,365,993.242486938482
16,768015.897706031,6272431.91412352,0.424379929900169,366,1158.80271103747
16,768024.104444594,6272427.80425309,0.415695801377296,367,1081.02537475589
16,768032.31119378,6272423.6943931,0.430026829242706,368,1186.0745671744
16,768039.965419486,6272420.01726953,0.287968099117279,369,841.520030900237
16,768048.191094798,6272415.98072324,0.386461853981018,370,1342.34481481012
16,768056.416780571,6272411.94418745,0.379068613052368,371,1152.49123886802
16,768064.642476805,6272407.90766215,0.373055249452591,372,1072.90201417413
16,768072.868183499,6272403.87114734,0.387616217136383,373,1097.82257667894
16,768081.093900654,6272399.83464302,0.395449116826057,374,1129.42628313194
16,768089.319628269,6272395.7981492,0.414189636707306,375,1259.36393558331
16,768097.545366345,6272391.76166586,0.384907782077789,376,1003.29023202648
16,768105.771114882,6272387.72519302,0.41144298017025,377,1294.97021087705
16,768113.996873879,6272383.68873067,0.356880873441696,378,973.125338891515
16,768122.222643337,6272379.65227881,0.393446743488312,379,1128.05708120429
16,768130.448423255,6272375.61583745,0.382953286170959,380,1236.15128625813
16,768138.674213634,6272371.57940658,0.400005862116814,381,1144.48654172759
17,767942.899546318,6272471.03975727,0.348789840936661,382,1032.38807531884
17,767951.11449799,6272466.96182463,0.349591821432114,383,1030.97642168304
17,767959.329460215,6272462.88390245,0.361446499824524,384,1377.87253406653
17,767967.544432992,6272458.80599073,0.361334472894669,385,1162.91816427286
17,767975.759416321,6272454.72808947,0.36777201294899,386,976.454606568403
17,767983.974410202,6272450.65019868,0.362187102437019,387,990.84201408025
17,767992.189414635,6272446.57231835,0.335662335157394,388,1142.22150963597
17,768000.404429621,6272442.49444848,0.339439883828163,389,1044.02137802983
17,768008.619455159,6272438.41658908,0.378456383943558,390,1126.83089247651
17,768016.834491249,6272434.33874013,0.388575300574303,391,721.993911601461
17,768025.049537891,6272430.26090165,0.417082443833351,392,1191.38241907577
17,768033.264595085,6272426.18307363,0.409641295671463,393,1170.81784307737
17,768041.27303151,6272422.5278598,0.291781738400459,394,686.857608689678
17,768049.482282577,6272418.42756504,0.386044859886169,395,1122.54964085302
17,768057.691544245,6272414.32728073,0.363865807652473,396,661.760245815675
17,768065.900816516,6272410.22700687,0.367410644888878,397,720.928720892842
17,768074.110099388,6272406.12674345,0.418834388256073,398,1038.31720159278
17,768082.319392861,6272402.02649048,0.416015207767487,399,1282.29136450909
17,768090.528696936,6272397.92624796,0.422615870833397,400,1334.33256048621
17,768098.738011613,6272393.82601588,0.400452390313148,401,1157.16323401694
17,768106.947336892,6272389.72579424,0.417979374527931,402,1528.48627242218
